repo_owner,repo_name,payload_commit_msg,created_at,TRUE_VALUE,Final_Themes,
Andromadus,htc7x30-3.0,"Linux 3.0.46 mn10300: only add -mmem-funcs to KBUILD_CFLAGS if gcc supports it commit 9957423f035c2071f6d1c5d2f095cdafbeb25ad7 upstream. It seems the current (gcc 4.6.3) no longer provides this so make it conditional. As reported by Tony before, the mn10300 architecture cross-compiles with gcc-4.6.3 if -mmem-funcs is not added to KBUILD_CFLAGS. Reported-by: Tony Breeds <tony@bakeyournoodle.com> Signed-off-by: Geert Uytterhoeven <geert@linux-m68k.org> Cc: David Howells <dhowells@redhat.com> Cc: Koichi Yasutake <yasutake.koichi@jp.panasonic.com> Signed-off-by: Andrew Morton <akpm@linux-foundation.org> Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> kbuild: make: fix if_changed when command contains backslashes commit c353acba28fb3fa1fd05fd6b85a9fc7938330f9c upstream. The call if_changed mechanism does not work when the command contains backslashes. This basically is an issue with lzo and bzip2 compressed kernels. The compressed binaries do not contain the uncompressed image size, so these use size_append to append the size. This results in backslashes in the executed command. With this if_changed always detects a change in the command and rebuilds the compressed image even if nothing has changed. Fix this by escaping backslashes in make-cmd Signed-off-by: Sascha Hauer <s.hauer@pengutronix.de> Signed-off-by: Jan Luebbe <jlu@pengutronix.de> Cc: Sam Ravnborg <sam@ravnborg.org> Cc: Bernhard Walle <bernhard@bwalle.de> Cc: Michal Marek <mmarek@suse.cz> Signed-off-by: Andrew Morton <akpm@linux-foundation.org> Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> media: rc: ite-cir: Initialise ite_dev::rdev earlier commit 4b961180ef275035b1538317ffd0e21e80e63e77 upstream. ite_dev::rdev is currently initialised in ite_probe() after rc_register_device() returns. If a newly registered device is opened quickly enough, we may enable interrupts and try to use ite_dev::rdev before it has been initialised. Move it up to the earliest point we can, right after calling rc_allocate_device(). Reported-and-tested-by: YunQiang Su <wzssyqa@gmail.com> Signed-off-by: Ben Hutchings <ben@decadent.org.uk> Signed-off-by: Mauro Carvalho Chehab <mchehab@redhat.com> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> ACPI: run _OSC after ACPI_FULL_INITIALIZATION commit fc54ab72959edbf229b65ac74b2f122d799ca002 upstream. The _OSC method may exist in module level code, so it must be called after ACPI_FULL_INITIALIZATION On some new platforms with Zero-Power-Optical-Disk-Drive (ZPODD) support, this fix is necessary to save power. Signed-off-by: Lin Ming <ming.m.lin@intel.com> Tested-by: Aaron Lu <aaron.lu@intel.com> Signed-off-by: Len Brown <len.brown@intel.com> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> PCI: acpiphp: check whether _ADR evaluation succeeded commit dfb117b3e50c52c7b3416db4a4569224b8db80bb upstream. Check whether we evaluated _ADR successfully. Previously we ignored failure, so we would have used garbage data from the stack as the device and function number. We return AE_OK so that we ignore only this slot and continue looking for other slots. Found by Coverity (CID 113981). Signed-off-by: Bjorn Helgaas <bhelgaas@google.com> [bwh: Backported to 2.6.32/3.0: adjust context] Signed-off-by: Ben Hutchings <ben@decadent.org.uk> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> lib/gcd.c: prevent possible div by 0 commit e96875677fb2b7cb739c5d7769824dff7260d31d upstream. Account for all properties when a and/or b are 0: gcd(0, 0) = 0 gcd(a, 0) = a gcd(0, b) = b Fixes no known problems in current kernels. Signed-off-by: Davidlohr Bueso <dave@gnu.org> Cc: Eric Dumazet <eric.dumazet@gmail.com> Signed-off-by: Andrew Morton <akpm@linux-foundation.org> Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> kernel/sys.c: call disable_nonboot_cpus() in kernel_restart() commit f96972f2dc6365421cf2366ebd61ee4cf060c8d5 upstream. As kernel_power_off() calls disable_nonboot_cpus(), we may also want to have kernel_restart() call disable_nonboot_cpus(). Doing so can help machines that require boot cpu be the last alive cpu during reboot to survive with kernel restart. This fixes one reboot issue seen on imx6q (Cortex-A9 Quad). The machine requires that the restart routine be run on the primary cpu rather than secondary ones. Otherwise, the secondary core running the restart routine will fail to come to online after reboot. Signed-off-by: Shawn Guo <shawn.guo@linaro.org> Signed-off-by: Andrew Morton <akpm@linux-foundation.org> Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> drivers/scsi/atp870u.c: fix bad use of udelay commit 0f6d93aa9d96cc9022b51bd10d462b03296be146 upstream. The ACARD driver calls udelay() with a value > 2000, which leads to to the following compilation error on ARM: ERROR: ""__bad_udelay"" [drivers/scsi/atp870u.ko] undefined! make[1]: *** [__modpost] Error 1 This is because udelay is defined on ARM, roughly speaking, as #define udelay(n) ((n) > 2000 ? __bad_udelay() : \ __const_udelay((n) * ((2199023U*HZ)>>11))) The argument to __const_udelay is the number of jiffies to wait divided by 4, but this does not work unless the multiplication does not overflow, and that is what the build error is designed to prevent. The intended behavior can be achieved by using mdelay to call udelay multiple times in a loop. [jrnieder@gmail.com: adding context] Signed-off-by: Martin Michlmayr <tbm@cyrius.com> Signed-off-by: Jonathan Nieder <jrnieder@gmail.com> Cc: James Bottomley <James.Bottomley@HansenPartnership.com> Signed-off-by: Andrew Morton <akpm@linux-foundation.org> Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> workqueue: add missing smp_wmb() in process_one_work() commit 959d1af8cffc8fd38ed53e8be1cf4ab8782f9c00 upstream. WORK_STRUCT_PENDING is used to claim ownership of a work item and process_one_work() releases it before starting execution. When someone else grabs PENDING, all pre-release updates to the work item should be visible and all updates made by the new owner should happen afterwards. Grabbing PENDING uses test_and_set_bit() and thus has a full barrier; however, clearing doesn't have a matching wmb. Given the preceding spin_unlock and use of clear_bit, I don't believe this can be a problem on an actual machine and there hasn't been any related report but it still is theretically possible for clear_pending to permeate upwards and happen before work->entry update. Add an explicit smp_wmb() before work_clear_pending(). Signed-off-by: Tejun Heo <tj@kernel.org> Cc: Oleg Nesterov <oleg@redhat.com> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> xfrm: Workaround incompatibility of ESN and async crypto [ Upstream commit 3b59df46a449ec9975146d71318c4777ad086744 ] ESN for esp is defined in RFC 4303. This RFC assumes that the sequence number counters are always up to date. However, this is not true if an async crypto algorithm is employed. If the sequence number counters are not up to date on sequence number check, we may incorrectly update the upper 32 bit of the sequence number. This leads to a DOS. We workaround this by comparing the upper sequence number, (used for authentication) with the upper sequence number computed after the async processing. We drop the packet if these numbers are different. To do this, we introduce a recheck function that does this check in the ESN case. Signed-off-by: Steffen Klassert <steffen.klassert@secunet.com> Acked-by: Herbert Xu <herbert@gondor.apana.org.au> Signed-off-by: David S. Miller <davem@davemloft.net> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> xfrm_user: return error pointer instead of NULL [ Upstream commit 864745d291b5ba80ea0bd0edcbe67273de368836 ] When dump_one_state() returns an error, e.g. because of a too small buffer to dump the whole xfrm state, xfrm_state_netlink() returns NULL instead of an error pointer. But its callers expect an error pointer and therefore continue to operate on a NULL skbuff. This could lead to a privilege escalation (execution of user code in kernel context) if the attacker has CAP_NET_ADMIN and is able to map address 0. Signed-off-by: Mathias Krause <minipli@googlemail.com> Acked-by: Steffen Klassert <steffen.klassert@secunet.com> Signed-off-by: David S. Miller <davem@davemloft.net> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> xfrm_user: return error pointer instead of NULL #2 [ Upstream commit c25463722509fef0ed630b271576a8c9a70236f3 ] When dump_one_policy() returns an error, e.g. because of a too small buffer to dump the whole xfrm policy, xfrm_policy_netlink() returns NULL instead of an error pointer. But its caller expects an error pointer and therefore continues to operate on a NULL skbuff. Signed-off-by: Mathias Krause <minipli@googlemail.com> Acked-by: Steffen Klassert <steffen.klassert@secunet.com> Signed-off-by: David S. Miller <davem@davemloft.net> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> xfrm: fix a read lock imbalance in make_blackhole [ Upstream commit 433a19548061bb5457b6ab77ed7ea58ca6e43ddb ] if xfrm_policy_get_afinfo returns 0, it has already released the read lock, xfrm_policy_put_afinfo should not be called again. Signed-off-by: Li RongQing <roy.qing.li@gmail.com> Signed-off-by: David S. Miller <davem@davemloft.net> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> xfrm_user: fix info leak in copy_to_user_auth() [ Upstream commit 4c87308bdea31a7b4828a51f6156e6f721a1fcc9 ] copy_to_user_auth() fails to initialize the remainder of alg_name and therefore discloses up to 54 bytes of heap memory via netlink to userland. Use strncpy() instead of strcpy() to fill the ...",14/10/2012 4:32,1,,
jamescoxon,PicoAtlas,"added code for Pico 74 - flight 19/10/12 based on a 1.8v pAVA board, some night time power saving using slow-hell.",20/10/2012 11:05,1,,
pfriedel,TinyFiveCircle,And turning off BOD again - it killed the sleep power consumption.,19/11/2012 21:03,1,,
mcgrof,qca-swiss-army-knife,qca-swiss-army-knife: refresh 9565 initvals Enable hw PLL power save to reduce power consumption in sleep state Signed-off-by: Rajkumar Manoharan <rmanohar@qca.qualcomm.com> Signed-off-by: Luis R. Rodriguez <mcgrof@qca.qualcomm.com>,20/11/2012 1:29,1,,
Laurenceb,STM32InertialMonitor,power saving and file setup cleanup,26/11/2012 20:42,1,,
ktoonsez,KT747-JB,msm_fb: display: add mdp bandwidth runtime calculation Currently mdp bandwidth request logic is based on source image size and number of layers. This logic can not support complicated mdp usecases and it is not power efficient. The logic is improved by calculating mdp bandwidth request at runtime from all pipes and mixers. CRs-fixed: 425823 Change-Id: I63206f00f8d3017a2449f8ac617fce3ba2a4d36c Signed-off-by: Huaibin Yang <huaibiny@codeaurora.org>,22/12/2012 0:31,1,,
RaymanFX,kernel_sony_msm8x60,mach-msm: rework overclocking system add back L2 bandwith boost on overclocking add additional 1.7 GHZ overclocking frequency preserve qualcomm's RPM management to save power,30/12/2012 12:09,1,,
CyanogenMod,lge-kernel-mako,USB: HSIC: Add support for HSIC core and SMSC HUB using DT Add device tree support in SMSC HUB driver which also registers platform_device for HSIC as its child. This allows SMSC HUB driver to turn OFF clocks for power savings after HSIC is suspended. Also add support for SMSC HUB to use dedicated clock as ref_clk instead of XO. Change-Id: I3e8828ddc232936df3e21c8e1158af92b16996a2 Signed-off-by: Manu Gautam <mgautam@codeaurora.org>,02/01/2013 2:00,1,,
Ferroin,mspbinclk,Updated to be more energy efficient.,22/01/2013 21:12,1,,
AOKP,kernel_samsung_d2,"d2:kernel: Up to date Hightlights: WPA/WPA2 tethering (credit Imoseyon) IntelliDemand CPU Governor (credit Faux --with modifications for boostpulse to work w/ ondemand) 3.0.62 GPU OC to 480 Mhz (not ON yet) separate commit to follow) Battery saving enhancements Retention sleep mode .... Revert ""msm: board-8960: Disable idle standalone PC"" This reverts commit 05c962aa7c12b25e68fa97a9b182eadf4cdba275. msm: pm: backport Retention mode code from 4 to 2 cores board-m2_vzw: Re-enable idle standalone PC board-m2_vzw: backport retention mode for 2 cores board-m2_vzw: add rpmrs level for retention mode msm: 8960: Set last sleep mode variable for WFI Set the last sleep mode variable correctly when entering WFI sleep mode. Change-Id: I68bbb09b46fe5d7229fbbc67f636294f0d9e92d6 Signed-off-by: Girish Mahadevan <girishm@codeaurora.org> msm: pm-8x60: Don't restore ACPU frequency for hotplug cases. During hotplug if power collapse fails don't try to restore the ACPU clock frequency. For normal hotplug exit ACPU drivers save and restore as part of hotplug notifications. CRs-fixed: 334002 Change-Id: I94aee59b7769fb06614d4804797ce62e952437e3 Signed-off-by: Girish Mahadevan <girishm@codeaurora.org> msm: pm: Support for Krait Retention Introduce a new low power state for Krait, retention. This state will lower the voltage to the Krait core to retention voltage in addition to clock gating. This state will be in between WFI and Standalone power collapse in terms of time overhead and power savings. Change-Id: I6b1f0a0d2e4954a705a047fd4a07f4dd1fb3518a Signed-off-by: Girish Mahadevan <girishm@codeaurora.org> Conflicts: arch/arm/mach-msm/pm-8x60.c msm: pm-8x60: Fix bug where device enter low power mode An incorrect ordering in the check of allowed modes, results in standalone power collapse not getting selected when the secondary cores are online. Change-Id: Idc7177b78bd0ce7563cc27afbf6c12d3bc1f9f9a Signed-off-by: Mahesh Sivasubramanian <msivasub@codeaurora.org> Conflicts: arch/arm/mach-msm/pm-8x60.c msm: pm: Add support for retention on each core Allow each core on 8974 to enter retention and retain the state of the CPU. On 8960 as hardware restriction does not permit all cores to enter retention at the same time, allow only core 0 to enter retention when all other cores are offline to maintain backward compatibility. Change-Id: I6690e901afc9fa3a27010c264fa3acc9a0722c1a Signed-off-by: Priyanka Mathur <pmathur@codeaurora.org> msm: pm: Remove idle wakelock checking Now that all users of idle wakelocks are migrated to pm_qos we can remove the idle wakelock checks from the pm code. Change-Id: I19cca1d0b28a2943178b9d9eade2b594fd94a139 Signed-off-by: Stephen Boyd <sboyd@codeaurora.org> Conflicts: arch/arm/mach-msm/pm-8x60.c arch/arm/mach-msm/pm2.c pm: add more debug for pm sleep modes m2_vzw: Enable Krait Retention att/spr board: port pm sleep mode tweaks to ATT and SPR board-m2-vzw: tweak Retention voltage Keep stock values (5e96151) but lower Retention voltage board-m2-att/spr: apply the same two sleep state commits from vzw commits 092598f & 5e96151 msm: vidc: Add the change to prevent memory leak Memory allocated for ""buf_entry"" and ""sched_cctxt"" is not freed in case if error is returned. This change prevents possible memory leak in video decoder driver. CRs-fixed: 432323 Change-Id: I1c8775fb701f1568f704b6ddbb4e835304d2a817 Signed-off-by: Shobhit Pandey <cshopan@codeaurora.org> msm_fb: display: update var in display commit Need the value of var in display commit to update the double buffers. If not, double buffering doesn't work in minui (eg. recovery and off-charger mode) Change-Id: I1fba52243cc781f18742131759245911d32c9b18 Signed-off-by: Devin Kim <dojip.kim@lge.com> Signed-off-by: Naseer Ahmed <naseer@codeaurora.org> msm_fb: display: add mdp new update method Enable new mdp update method which requires flush bit to be set before updating mixer cfg register for both smart and dump panel Change-Id: I97b9d221da574a96707748ec83dd1acff6dcb654 Signed-off-by: Kuogee Hsieh <khsieh@codeaurora.org> msm: Adreno 2xx GPU overclocking to 480 MHz Conflicts: arch/arm/mach-msm/Kconfig lib/lzo: Update LZO compression to current upstream version This commit updates the kernel LZO code to the current upsteam version which features a significant speed improvement - benchmarking the Calgary and Silesia test corpora typically shows a doubled performance in both compression and decompression on modern i386/x86_64/powerpc machines. Signed-off-by: Markus F.X.J. Oberhumer <markus@oberhumer.com> Proportional Rate Reduction for TCP. This patch implements Proportional Rate Reduction (PRR) for TCP. PRR is an algorithm that determines TCP's sending rate in fast recovery. PRR avoids excessive window reductions and aims for the actual congestion window size at the end of recovery to be as close as possible to the window determined by the congestion control algorithm. PRR also improves accuracy of the amount of data sent during loss recovery. The patch implements the recommended flavor of PRR called PRR-SSRB (Proportional rate reduction with slow start reduction bound) and replaces the existing rate halving algorithm. PRR improves upon the existing Linux fast recovery under a number of conditions including: 1) burst losses where the losses implicitly reduce the amount of outstanding data (pipe) below the ssthresh value selected by the congestion control algorithm and, 2) losses near the end of short flows where application runs out of data to send. As an example, with the existing rate halving implementation a single loss event can cause a connection carrying short Web transactions to go into the slow start mode after the recovery. This is because during recovery Linux pulls the congestion window down to packets_in_flight+1 on every ACK. A short Web response often runs out of new data to send and its pipe reduces to zero by the end of recovery when all its packets are drained from the network. Subsequent HTTP responses using the same connection will have to slow start to raise cwnd to ssthresh. PRR on the other hand aims for the cwnd to be as close as possible to ssthresh by the end of recovery. A description of PRR and a discussion of its performance can be found at the following links: - IETF Draft: http://tools.ietf.org/html/draft-mathis-tcpm-proportional-rate-reduction-01 - IETF Slides: http://www.ietf.org/proceedings/80/slides/tcpm-6.pdf http://tools.ietf.org/agenda/81/slides/tcpm-2.pdf - Paper to appear in Internet Measurements Conference (IMC) 2011: Improving TCP Loss Recovery Nandita Dukkipati, Matt Mathis, Yuchung Cheng Signed-off-by: Nandita Dukkipati <nanditad@google.com> Signed-off-by: David S. Miller <davem@davemloft.net> bfq: prevent aliased requests from starving I/O fs/dyn_sync_cntrl: dynamic sync control The dynamic sync control interface uses Android kernel's unique early suspend / lat resume interface. While screen is on, file sync is disabled when screen is off, a file sync is called to flush all outstanding writes and restore file sync operation as normal. Signed-off-by: Paul Reioux <reioux@gmail.com> cpufreq/cpufreq_intellidemand: intellidemand cpufreq governor (version 3.0) Intellidemand is inspired by ondemand governor. Its main features are: - auto cpu hotplugging based on runnable thread average calculations - detection of browsing mode (long screen on activities with moderate run queue depth =< 45 ) - limit max frequencies when in browsing mode to conserve battery for long duration tasks Browsing State Determination: 1- Browsing state is enabled as power-on default. Browsing state is disabled when run queue depth is > 45 (very high instantaneous spikes) Browsing State Limit Max Freq Logic (sliding window algorithm): 1- While Screen is ON > 3 min, and average load of the CPU is < 35%, then CPU Max frequencies will remain power-on default 2- While Screen is On, if average CPU load > 35%, both CPUs max frequencies will be limited to a lower user configurable max value 3- While Screen is On, After both CPUs' Max is limited to lowered max, when the average CPU load has dropped down to less than < 25%, then both CPUs Max freq will be restored to back to power-on default Runnable Thread Auto-hotplug (fast hotplug / slow unplug algorithm): 1- When average number of running thread is < threshold, 2nd cpu will be unplugged. 2- When > threshold, 2nd cpu will be hotplugged. 3- The logic applies a fast hotplug and slow unplug algorithm so 2nd core will stay enabled longer to help deal with performance spikes changes from Ver 2.0 -> Ver 3.0: - remove GPU Busy dependency for browsing state detection (this will make the governor more portable to other platforms without specific GPU architecture knowledge) dependencies: -- Qualcomm's run queue average logic (SOC independent logic) -- TI's runnable thread average logic (SOC independent logic) adapted for use on Samsung Galaxy S3 series Signed-off-by: Paul Reioux <reioux@gmail.com> Conflicts: arch/arm/mach-msm/cpufreq.c intellidemand: add bug fixes - Fix crash input event handler on governor switch - Fix panic when setting sampling rate Signed-off-by: faux123 <reioux@gmail.com> intellidemand: Add boost pulse capability Boost pulse increases UI performance by increasing CPU freq and reduce sampling time. Signed-off-by: faux123 <reioux@gmail.com> intellidemand: add a run queue persistence to determine browsing state persistence will allow for better browsing state detection rather than just purely based on run queue depth alone Signed-off-by: faux123 <reioux@gmail.com> intellidemand: code derps clean up! Signed-off-by: faux123 <reioux@gmail.com> intellidemand: performance tune up Signed-off-by: faux123 <reioux@gmail.com> d2|vzw|usc: add intellidemand Also lean out governors for d2(att|tmo) Signed-off-by: bmc08gt <bmc08gt.teamb00sted@gmail.com> net: wireless: bcmdhd: Update to version 5.90.195.114 - Get AP beacon and DTIM to set proper DTIM skipping Change-Id: I6bc23f050c144bf8361078ad587bcadbfe3a37fc Signed-off-by ...",08/02/2013 15:51,1,,
